ID,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
815,Existing Customer,43,M,5,Graduate,Unknown,$40K - $60K,Blue,38,3,3,2,7599,1100,6499,0.365,4401,71,0.651,0.145
816,Existing Customer,35,F,4,Unknown,Married,Less than $40K,Blue,30,6,3,4,1626,979,647,1.467,2847,61,0.968,0.602
817,Existing Customer,55,F,2,Unknown,Married,Unknown,Blue,50,6,1,4,11341,0,11341,0.412,1731,46,0.586,0
818,Existing Customer,36,F,4,Unknown,Married,Unknown,Blue,31,5,2,0,15700,1276,14424,1.389,2229,48,0.778,0.081
819,Existing Customer,46,M,3,Unknown,Unknown,$80K - $120K,Blue,41,1,2,2,11250,0,11250,0.482,4514,70,0.591,0
820,Existing Customer,37,M,3,Unknown,Married,$60K - $80K,Blue,30,6,2,4,16043,0,16043,1.509,2599,47,1.136,0
821,Existing Customer,64,F,0,Graduate,Single,$40K - $60K,Blue,56,6,2,1,1564,0,1564,0.516,4018,69,0.605,0
822,Existing Customer,45,M,2,College,Married,$60K - $80K,Blue,38,4,6,4,16611,0,16611,0.954,1960,48,0.6,0
823,Attrited Customer,49,M,3,Unknown,Single,$80K - $120K,Blue,44,1,3,4,4384,0,4384,0.684,1832,49,0.581,0
824,Attrited Customer,59,M,0,High School,Single,$60K - $80K,Blue,54,3,6,6,24621,471,24150,0.85,2864,51,0.759,0.019
825,Existing Customer,38,M,2,Unknown,Divorced,$80K - $120K,Blue,33,6,3,2,11777,1781,9996,0.565,2763,62,0.879,0.151
826,Existing Customer,44,F,3,Uneducated,Single,Less than $40K,Blue,39,3,2,2,7323,0,7323,0.518,4666,87,0.776,0
827,Attrited Customer,49,M,5,Uneducated,Married,$40K - $60K,Blue,44,2,3,4,3893,0,3893,0.662,1866,37,0.947,0
828,Existing Customer,48,F,5,Unknown,Divorced,Unknown,Blue,43,4,3,2,20974,2249,18725,0.567,15903,121,0.571,0.107
829,Attrited Customer,26,F,0,Uneducated,Single,Less than $40K,Blue,20,3,2,4,1438.3,0,1438.3,0.506,947,20,0.053,0
830,Existing Customer,54,M,2,High School,Married,$80K - $120K,Blue,49,3,1,4,14015,2065,11950,0.704,1903,49,0.633,0.147
831,Existing Customer,50,M,0,Graduate,Single,$80K - $120K,Blue,45,3,2,2,2135,1506,629,0.883,4821,77,0.711,0.705
832,Existing Customer,53,F,3,Unknown,Married,Less than $40K,Blue,48,5,1,2,1657,0,1657,0.664,4068,73,0.622,0
833,Existing Customer,42,M,3,Post-Graduate,Married,$40K - $60K,Blue,29,3,3,4,2533,1126,1407,0.788,3436,74,0.574,0.445
834,Existing Customer,49,F,2,Doctorate,Married,Less than $40K,Blue,44,4,3,0,3397,1962,1435,0.483,3295,66,0.61,0.578
835,Existing Customer,46,M,4,High School,Unknown,$40K - $60K,Blue,41,6,1,2,8738,1172,7566,0.65,3121,60,0.395,0.134
836,Existing Customer,44,M,2,High School,Unknown,$60K - $80K,Silver,39,1,2,3,34516,1601,32915,0.686,7491,86,0.72,0.046
837,Existing Customer,35,M,3,Graduate,Single,$80K - $120K,Blue,25,3,2,3,6510,2055,4455,1.042,2238,49,0.531,0.316
838,Existing Customer,44,F,4,Graduate,Single,Less than $40K,Blue,36,6,4,2,7000,2517,4483,0.475,1112,23,1.875,0.36
839,Existing Customer,56,F,2,High School,Married,Unknown,Blue,51,4,1,3,1796,1243,553,0.768,4316,87,0.891,0.692
840,Existing Customer,44,F,2,Graduate,Married,Less than $40K,Blue,39,5,1,0,6861,2101,4760,0.464,3974,63,0.909,0.306
841,Existing Customer,37,F,1,Unknown,Single,Less than $40K,Blue,32,6,3,3,9661,0,9661,0.926,2825,60,0.818,0
842,Attrited Customer,43,F,3,High School,Divorced,Less than $40K,Blue,38,3,3,3,7084,0,7084,0.523,2287,44,0.294,0
843,Existing Customer,42,F,3,Doctorate,Married,Less than $40K,Blue,36,4,2,1,9778,2154,7624,0.5,3413,66,0.692,0.22
844,Existing Customer,47,M,1,College,Married,$60K - $80K,Silver,42,6,4,2,27437,0,27437,0.872,4660,79,0.681,0
845,Existing Customer,57,F,1,Graduate,Married,Less than $40K,Blue,52,5,1,2,7882,1101,6781,0.682,14651,120,0.6,0.14
846,Existing Customer,47,M,1,Graduate,Married,$40K - $60K,Blue,42,3,2,1,1626,0,1626,0.783,4847,78,1.053,0
847,Existing Customer,35,F,1,Uneducated,Married,Less than $40K,Blue,30,3,2,1,2593,1660,933,0.562,1974,33,1.062,0.64
848,Existing Customer,63,M,1,Unknown,Married,$60K - $80K,Blue,56,3,3,2,10215,1010,9205,0.843,1904,40,1,0.099
849,Attrited Customer,45,M,3,Unknown,Married,$60K - $80K,Blue,40,3,5,3,4097,655,3442,1.084,2611,51,0.545,0.16
850,Existing Customer,41,M,1,High School,Single,$80K - $120K,Blue,36,6,2,3,12084,1638,10446,0.695,4506,90,0.957,0.136
851,Existing Customer,50,M,3,Graduate,Single,$60K - $80K,Blue,45,4,2,3,21872,1118,20754,0.658,1806,31,0.409,0.051
852,Existing Customer,40,M,2,Uneducated,Married,$80K - $120K,Blue,29,5,2,3,9109,1347,7762,0.695,3991,84,0.867,0.148
853,Existing Customer,55,M,0,High School,Married,$120K +,Blue,49,5,3,3,3805,2233,1572,1.095,1743,27,0.929,0.587
854,Existing Customer,46,F,3,Unknown,Single,Less than $40K,Blue,41,3,2,2,1937,916,1021,0.807,4303,89,0.78,0.473
855,Existing Customer,45,F,4,High School,Single,Less than $40K,Blue,35,3,2,2,1502,0,1502,0.739,4890,61,0.794,0
856,Existing Customer,58,M,3,Graduate,Married,$120K +,Blue,52,5,2,5,17934,1578,16356,0.593,2005,48,0.778,0.088
857,Existing Customer,60,M,1,High School,Married,Less than $40K,Silver,55,2,2,3,13399,1456,11943,0.856,16493,122,0.649,0.109
858,Existing Customer,36,M,0,Graduate,Married,$80K - $120K,Blue,30,5,3,2,5302,2414,2888,0.779,4284,74,0.682,0.455
859,Existing Customer,39,M,2,Unknown,Married,$60K - $80K,Blue,34,6,2,4,5219,1826,3393,1.011,1715,35,1.188,0.35
860,Existing Customer,49,F,3,Unknown,Single,Less than $40K,Blue,44,4,2,4,1546,0,1546,0.793,4496,83,0.66,0
861,Existing Customer,39,F,2,Uneducated,Married,Less than $40K,Silver,34,3,3,3,14386,2517,11869,0.735,13377,114,0.869,0.175
862,Existing Customer,39,M,3,Graduate,Single,$80K - $120K,Blue,34,4,3,5,19074,0,19074,0.804,3762,74,1,0
863,Existing Customer,52,M,2,Unknown,Single,$80K - $120K,Blue,47,6,1,3,15904,1024,14880,0.369,1433,33,0.5,0.064
864,Existing Customer,52,F,3,Uneducated,Married,Less than $40K,Blue,47,6,3,2,2516,1486,1030,0.503,3987,77,0.54,0.591
865,Existing Customer,49,F,4,Uneducated,Single,Less than $40K,Blue,44,4,2,2,2659,0,2659,0.84,4546,81,0.884,0
866,Existing Customer,47,F,3,High School,Single,$40K - $60K,Blue,41,6,5,3,1721,1355,366,0.926,4474,58,1.32,0.787
867,Existing Customer,40,M,3,Uneducated,Single,$40K - $60K,Silver,33,4,1,3,21308,564,20744,0.448,1322,38,0.652,0.026
868,Existing Customer,46,F,3,College,Married,Unknown,Blue,40,3,3,3,10600,0,10600,0.777,4697,67,0.523,0
869,Attrited Customer,39,M,1,Unknown,Single,$40K - $60K,Blue,33,3,3,4,2088,975,1113,1.144,2866,59,0.735,0.467
870,Attrited Customer,52,M,3,Uneducated,Unknown,$120K +,Blue,46,2,4,4,13354,0,13354,0.018,1097,28,0.077,0
871,Existing Customer,46,M,2,Post-Graduate,Single,$60K - $80K,Blue,41,3,3,2,10077,0,10077,0.639,2118,52,0.576,0
872,Existing Customer,52,M,0,Unknown,Married,$60K - $80K,Blue,46,3,2,4,2742,2184,558,0.592,3829,72,0.532,0.796
873,Existing Customer,60,M,1,Graduate,Single,$40K - $60K,Blue,54,6,3,3,1848,1408,440,0.779,4757,75,0.923,0.762
874,Existing Customer,53,M,2,Post-Graduate,Single,$60K - $80K,Silver,47,1,3,3,29038,2295,26743,0.657,12025,103,0.807,0.079
875,Existing Customer,47,F,2,Uneducated,Single,Less than $40K,Blue,41,4,2,2,2092,1575,517,0.838,5124,70,0.522,0.753
876,Existing Customer,43,M,4,High School,Unknown,$80K - $120K,Blue,37,4,2,3,13882,758,13124,0.5,1646,42,0.75,0.055
877,Existing Customer,57,F,3,Graduate,Single,Less than $40K,Blue,52,5,5,0,3085,0,3085,0.719,3946,73,0.825,0
878,Attrited Customer,56,F,3,High School,Married,$40K - $60K,Blue,51,5,2,1,1438.3,0,1438.3,0.597,594,14,0.556,0
879,Existing Customer,33,M,1,Uneducated,Single,$60K - $80K,Blue,28,6,3,4,2618,1812,806,0.706,3319,86,0.911,0.692
880,Existing Customer,49,M,4,Graduate,Single,$80K - $120K,Blue,43,1,2,2,20701,2517,18184,1.023,14374,113,0.823,0.122
881,Existing Customer,40,M,4,Graduate,Married,$60K - $80K,Blue,35,5,4,1,9974,2185,7789,0.852,4680,87,0.673,0.219
882,Existing Customer,44,M,3,Unknown,Single,$80K - $120K,Silver,38,3,3,1,34516,657,33859,0.641,4614,76,0.689,0.019
883,Existing Customer,32,M,2,High School,Divorced,$60K - $80K,Blue,26,6,1,4,2239,1338,901,0.567,2466,60,0.579,0.598
884,Existing Customer,30,F,1,Uneducated,Single,Unknown,Blue,24,3,5,4,7536,1272,6264,0.683,4189,86,0.911,0.169
885,Existing Customer,35,F,3,Unknown,Divorced,Less than $40K,Blue,29,4,2,3,1511,864,647,0.712,4823,64,0.829,0.572
886,Existing Customer,46,F,5,Graduate,Divorced,Less than $40K,Blue,40,3,3,3,1592,925,667,0.804,4615,90,0.667,0.581
887,Existing Customer,38,M,1,Unknown,Single,$60K - $80K,Blue,29,5,2,1,14596,2192,12404,0.898,1300,25,1.083,0.15
888,Existing Customer,50,M,2,Unknown,Married,$60K - $80K,Blue,44,5,3,1,2205,1659,546,0.891,4813,77,0.674,0.752
889,Existing Customer,34,F,1,Graduate,Single,Less than $40K,Gold,28,4,3,2,15987,0,15987,1.494,2327,65,0.806,0
890,Existing Customer,55,M,3,Graduate,Married,$60K - $80K,Blue,49,3,1,4,5668,2517,3151,0.704,3382,56,0.931,0.444
891,Existing Customer,49,F,2,Post-Graduate,Married,Less than $40K,Blue,44,4,4,2,1644,0,1644,1.033,4898,82,0.783,0
892,Existing Customer,48,F,2,Graduate,Divorced,Unknown,Blue,43,2,3,3,7791,1472,6319,0.979,13945,107,0.754,0.189
893,Existing Customer,51,F,2,High School,Married,Less than $40K,Blue,45,4,3,2,3183,1358,1825,0.657,3988,81,0.688,0.427
894,Existing Customer,53,M,3,High School,Single,Less than $40K,Blue,47,5,1,1,3351,1474,1877,0.393,4294,66,0.737,0.44
895,Attrited Customer,43,F,5,Graduate,Married,Less than $40K,Silver,33,6,3,2,14806,2517,12289,0.558,4804,57,0.462,0.17
896,Existing Customer,33,F,0,High School,Single,Unknown,Blue,27,6,1,1,2252,1826,426,0.716,5055,68,1,0.811
897,Existing Customer,51,F,3,Graduate,Single,Unknown,Blue,45,4,3,4,2420,2379,41,0.741,4348,86,0.955,0.983
898,Existing Customer,49,F,1,Post-Graduate,Divorced,$40K - $60K,Blue,44,6,5,2,2597,1871,726,0.899,3637,69,0.725,0.72
899,Existing Customer,54,M,1,College,Married,$80K - $120K,Blue,48,6,1,5,12169,1935,10234,0.435,1599,38,0.652,0.159
900,Existing Customer,54,F,1,Graduate,Married,Less than $40K,Blue,48,4,3,2,6814,1570,5244,0.653,1339,30,0.364,0.23
901,Attrited Customer,41,F,3,Unknown,Married,Unknown,Blue,35,2,3,5,11538,0,11538,0.507,1926,53,0.432,0
902,Attrited Customer,62,M,0,College,Unknown,$40K - $60K,Blue,56,2,6,2,3477,0,3477,0.436,2113,40,0.739,0
903,Attrited Customer,55,F,1,Uneducated,Single,Less than $40K,Blue,49,3,4,3,3292,0,3292,0.482,2222,54,0.636,0
904,Existing Customer,41,M,2,Graduate,Married,$80K - $120K,Blue,35,3,3,4,10873,1514,9359,0.879,5089,82,0.783,0.139
905,Existing Customer,44,F,3,Uneducated,Divorced,Less than $40K,Silver,38,4,1,3,11127,1835,9292,2.368,1546,25,1.273,0.165
906,Attrited Customer,38,F,2,Graduate,Single,Less than $40K,Blue,32,2,3,3,3775,0,3775,0.581,2031,36,0.385,0
907,Existing Customer,48,M,3,Unknown,Married,$80K - $120K,Blue,42,3,6,2,6805,1448,5357,0.836,3463,65,0.711,0.213
908,Existing Customer,53,M,1,Graduate,Married,$80K - $120K,Blue,47,3,3,1,2540,1859,681,0.768,4480,80,0.702,0.732
909,Existing Customer,59,M,1,Uneducated,Married,$40K - $60K,Blue,53,5,1,3,2182,1558,624,0.457,1660,34,0.789,0.714
910,Existing Customer,61,M,1,Graduate,Married,$60K - $80K,Blue,55,6,2,3,3264,1348,1916,0.756,1665,32,0.524,0.413
911,Existing Customer,53,F,1,Graduate,Married,$40K - $60K,Blue,47,6,2,2,2799,0,2799,0.689,4116,88,0.571,0
912,Existing Customer,51,M,1,High School,Single,$60K - $80K,Blue,45,3,3,4,2458,0,2458,0.819,3377,54,0.929,0
913,Existing Customer,53,F,2,High School,Single,$40K - $60K,Blue,47,5,2,3,1536,728,808,0.604,4133,78,0.529,0.474
914,Existing Customer,42,M,2,Graduate,Single,$80K - $120K,Blue,36,6,3,1,26690,0,26690,1.144,4363,76,1.054,0
915,Attrited Customer,42,M,4,Unknown,Married,$60K - $80K,Blue,36,3,2,2,6743,1737,5006,0.598,1934,30,0.579,0.258
916,Existing Customer,51,M,3,Uneducated,Unknown,$80K - $120K,Blue,45,5,2,2,21328,0,21328,0.783,3825,76,0.949,0
917,Existing Customer,38,F,3,High School,Married,Unknown,Blue,32,4,2,1,11594,2072,9522,0.983,2320,51,0.594,0.179
918,Existing Customer,54,F,2,High School,Single,Less than $40K,Blue,48,1,3,2,1517,556,961,0.622,4981,82,0.864,0.367
919,Existing Customer,42,F,3,Graduate,Married,Less than $40K,Blue,33,2,3,1,3794,1544,2250,0.72,7872,80,0.538,0.407
920,Attrited Customer,57,M,2,Graduate,Single,$120K +,Blue,51,3,5,3,8760,0,8760,0.726,2460,39,0.56,0
921,Attrited Customer,49,M,2,Graduate,Single,$80K - $120K,Blue,43,2,3,3,2384,1919,465,0.5,3512,50,0.471,0.805
922,Existing Customer,48,F,2,Uneducated,Unknown,Less than $40K,Blue,42,3,2,2,2055,0,2055,1.064,3656,63,0.75,0
923,Existing Customer,55,F,2,Graduate,Divorced,Less than $40K,Blue,49,5,1,4,3949,2024,1925,0.667,3495,64,0.882,0.513
924,Existing Customer,44,F,4,Uneducated,Single,$40K - $60K,Blue,34,1,3,3,3657,0,3657,0.785,14802,95,0.667,0
925,Existing Customer,51,F,2,Graduate,Single,$40K - $60K,Blue,45,5,1,3,1438.3,869,569.3,0.791,4124,59,0.967,0.604
926,Existing Customer,65,F,0,Graduate,Married,Less than $40K,Blue,56,6,3,3,4460,1262,3198,0.898,1877,41,0.783,0.283
927,Attrited Customer,57,F,3,High School,Married,Unknown,Blue,51,2,5,2,1438.3,0,1438.3,0.733,2607,37,0.609,0
928,Existing Customer,56,F,1,Unknown,Single,Less than $40K,Blue,50,4,4,1,1698,0,1698,0.847,4371,74,0.897,0
929,Existing Customer,29,M,1,Uneducated,Married,$40K - $60K,Blue,23,1,3,1,8147,1750,6397,0.751,14912,114,0.869,0.215
930,Existing Customer,56,M,3,Graduate,Married,$80K - $120K,Blue,50,3,3,3,8022,1372,6650,0.896,1794,31,1.385,0.171
931,Attrited Customer,59,M,2,Uneducated,Single,$40K - $60K,Blue,53,4,5,4,2699,2422,277,0.773,2599,43,0.433,0.897
932,Attrited Customer,48,M,2,Doctorate,Single,$40K - $60K,Blue,42,6,3,2,2760,0,2760,0.576,1759,34,0.214,0
933,Existing Customer,40,F,2,Unknown,Married,Less than $40K,Blue,34,3,3,3,4757,1978,2779,0.959,4220,71,0.775,0.416
934,Existing Customer,32,M,0,Post-Graduate,Married,$60K - $80K,Blue,26,6,2,3,5478,1491,3987,1.304,2456,55,0.571,0.272
935,Existing Customer,53,M,2,Uneducated,Single,$80K - $120K,Blue,47,6,1,1,22855,0,22855,0.741,3711,83,0.804,0
936,Existing Customer,56,M,3,College,Married,$120K +,Blue,50,3,2,0,9689,2250,7439,0.576,1158,19,0.727,0.232
937,Attrited Customer,62,F,1,High School,Married,Unknown,Blue,56,2,1,2,8990,0,8990,0.935,747,19,0.583,0
938,Existing Customer,58,M,1,Unknown,Single,$40K - $60K,Blue,52,3,2,3,3880,2517,1363,0.673,3163,65,0.97,0.649
939,Existing Customer,55,M,2,Uneducated,Single,$60K - $80K,Blue,48,6,3,2,7667,1193,6474,1.101,3915,76,0.617,0.156
940,Existing Customer,40,F,2,High School,Single,Less than $40K,Blue,34,4,2,2,2395,1437,958,0.787,4481,82,0.822,0.6
941,Existing Customer,51,M,0,High School,Single,$80K - $120K,Blue,45,3,2,3,10648,2517,8131,0.708,4930,89,0.978,0.236
942,Existing Customer,46,M,3,College,Married,$120K +,Blue,40,6,3,3,1438.3,0,1438.3,0.681,4833,69,0.769,0
943,Existing Customer,53,M,2,Graduate,Single,$60K - $80K,Blue,47,6,3,0,13848,1389,12459,1.178,1773,38,0.407,0.1
944,Existing Customer,34,M,2,Graduate,Married,$120K +,Blue,28,4,3,3,13384,1853,11531,0.807,1899,33,0.833,0.138
945,Attrited Customer,45,M,4,Graduate,Married,$60K - $80K,Blue,39,6,3,2,12890,0,12890,0.576,2216,51,0.545,0
946,Existing Customer,44,F,4,Uneducated,Married,Unknown,Blue,38,6,1,2,5366,968,4398,0.992,4558,56,0.75,0.18
947,Existing Customer,36,M,2,Graduate,Single,$120K +,Blue,28,4,3,0,3174,2462,712,0.772,3140,74,0.721,0.776
948,Existing Customer,56,F,1,Graduate,Married,Unknown,Blue,50,2,3,3,5338,0,5338,0.919,4139,69,0.865,0
949,Existing Customer,52,F,4,Graduate,Single,Less than $40K,Blue,46,3,3,3,3231,2215,1016,0.515,4610,90,0.607,0.686
950,Existing Customer,48,M,2,Graduate,Married,$80K - $120K,Blue,42,6,3,2,25658,1721,23937,0.592,4498,85,0.635,0.067
951,Existing Customer,37,M,1,Graduate,Married,$60K - $80K,Blue,31,5,1,2,20144,1195,18949,0.67,14287,106,0.828,0.059
952,Existing Customer,43,F,4,Graduate,Married,Less than $40K,Blue,37,4,3,2,4724,2056,2668,0.423,1232,31,0.55,0.435
953,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,50,4,3,2,1584,1311,273,0.867,4203,73,0.78,0.828
954,Existing Customer,52,M,1,Uneducated,Married,$120K +,Blue,46,5,2,4,8596,2019,6577,0.677,4017,80,0.6,0.235
955,Existing Customer,50,M,3,Graduate,Single,$60K - $80K,Blue,44,4,2,3,23090,839,22251,1.326,1198,24,1,0.036
956,Attrited Customer,44,M,2,Doctorate,Married,$80K - $120K,Blue,38,1,2,1,25894,2517,23377,1.046,4847,49,0.815,0.097
957,Existing Customer,49,M,4,College,Divorced,$40K - $60K,Blue,43,3,2,3,1922,710,1212,0.951,2920,46,1.421,0.369
958,Existing Customer,47,F,5,Post-Graduate,Married,$40K - $60K,Blue,41,6,2,2,4466,777,3689,1.02,1757,59,0.595,0.174
959,Existing Customer,51,F,1,College,Single,Less than $40K,Blue,45,3,3,2,4860,1772,3088,0.561,4329,80,0.86,0.365
960,Existing Customer,60,F,2,Graduate,Married,Unknown,Blue,54,1,2,2,3356,1664,1692,0.862,5200,81,0.929,0.496
961,Existing Customer,57,F,4,Uneducated,Single,Less than $40K,Blue,51,5,3,3,3545,1446,2099,0.638,3691,69,0.917,0.408
962,Existing Customer,42,M,3,Graduate,Married,$80K - $120K,Blue,36,1,1,2,30117,2129,27988,0.769,7930,91,0.542,0.071
963,Existing Customer,51,M,1,High School,Single,$80K - $120K,Blue,45,6,1,3,13287,1864,11423,0.603,3851,75,0.705,0.14
964,Existing Customer,39,F,3,High School,Married,Less than $40K,Blue,33,3,3,1,1968,1270,698,0.975,4199,84,0.826,0.645
965,Existing Customer,34,M,3,Uneducated,Divorced,$120K +,Blue,28,4,3,3,9180,1814,7366,0.628,2646,49,0.633,0.198
966,Existing Customer,38,M,2,Uneducated,Single,$80K - $120K,Blue,32,6,2,3,3192,2517,675,0.658,4236,87,0.891,0.789
967,Existing Customer,31,M,0,High School,Single,$40K - $60K,Blue,25,3,2,3,4493,1388,3105,0.795,17744,104,0.763,0.309
968,Existing Customer,49,M,3,Unknown,Married,$80K - $120K,Blue,43,6,1,1,2191,1414,777,0.635,3967,76,0.767,0.645
969,Attrited Customer,30,M,0,College,Single,$60K - $80K,Blue,24,6,2,2,4109,0,4109,0.949,8642,77,0.481,0
970,Existing Customer,53,M,1,Uneducated,Unknown,$120K +,Blue,47,4,2,2,20783,1257,19526,0.724,3819,76,0.617,0.06
971,Existing Customer,42,M,4,High School,Divorced,$60K - $80K,Blue,36,5,1,2,3263,1674,1589,0.588,1251,35,0.346,0.513
972,Existing Customer,34,F,2,Doctorate,Single,Less than $40K,Blue,28,3,3,2,1438.3,0,1438.3,0.892,3044,91,0.896,0
973,Existing Customer,46,M,3,High School,Married,$80K - $120K,Blue,40,4,3,3,19458,1435,18023,0.787,1217,27,0.8,0.074
974,Existing Customer,50,M,1,Graduate,Single,$80K - $120K,Blue,44,3,3,2,3370,1133,2237,0.722,4726,86,0.686,0.336
975,Existing Customer,42,F,3,Unknown,Married,Less than $40K,Blue,36,2,3,3,2515,1453,1062,0.649,4025,74,0.805,0.578
976,Existing Customer,50,F,3,College,Married,Unknown,Blue,44,2,1,3,24735,2296,22439,0.808,7910,95,0.557,0.093
977,Existing Customer,50,F,1,High School,Married,Less than $40K,Blue,42,6,1,2,7115,2000,5115,0.769,3584,57,0.966,0.281
978,Existing Customer,38,M,2,Graduate,Single,$60K - $80K,Silver,32,5,1,1,26988,1587,25401,0.968,3732,70,0.795,0.059
979,Existing Customer,31,M,1,Post-Graduate,Married,$60K - $80K,Blue,22,5,1,3,2685,1580,1105,0.727,1642,36,0.636,0.588
980,Existing Customer,39,F,1,Graduate,Married,Less than $40K,Blue,29,4,2,4,1438.3,949,489.3,0.736,4222,65,0.667,0.66
981,Existing Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,45,3,3,3,2238,1300,938,1.071,4508,79,0.756,0.581
982,Existing Customer,45,M,1,Uneducated,Single,$120K +,Blue,39,4,2,2,3133,1510,1623,0.609,1435,38,0.462,0.482
983,Existing Customer,51,M,2,Graduate,Married,$40K - $60K,Blue,45,2,2,2,11467,1146,10321,1.018,14373,97,0.764,0.1
984,Existing Customer,42,M,3,High School,Married,$80K - $120K,Silver,36,5,2,3,34516,1294,33222,0.679,13845,120,0.791,0.037
985,Existing Customer,34,M,2,Graduate,Single,Less than $40K,Blue,28,5,1,4,4439,844,3595,0.863,2858,71,0.69,0.19
986,Existing Customer,45,M,4,Doctorate,Married,$80K - $120K,Blue,39,2,3,2,1438.3,1162,276.3,0.539,4598,86,0.623,0.808
987,Attrited Customer,53,F,3,High School,Single,$40K - $60K,Blue,47,1,3,4,1714,0,1714,0.661,2279,46,0.533,0
988,Existing Customer,46,F,4,Graduate,Single,Less than $40K,Blue,40,5,1,2,6265,1942,4323,1.027,1715,43,0.87,0.31
989,Existing Customer,49,M,2,Unknown,Unknown,$80K - $120K,Blue,43,5,2,2,18379,999,17380,0.466,4122,70,0.707,0.054
990,Existing Customer,56,M,1,Uneducated,Married,$120K +,Blue,50,4,3,5,16254,1518,14736,1.256,2502,55,0.571,0.093
991,Existing Customer,44,M,2,Uneducated,Divorced,$60K - $80K,Blue,38,2,1,2,16553,0,16553,0.488,4797,82,0.907,0
992,Existing Customer,43,M,3,Uneducated,Married,$120K +,Blue,37,1,2,3,16909,1171,15738,0.767,15740,120,0.739,0.069
993,Existing Customer,57,M,2,Post-Graduate,Divorced,$120K +,Blue,51,4,1,1,26437,1472,24965,0.742,1244,36,0.5,0.056
994,Existing Customer,61,F,0,Unknown,Married,Less than $40K,Blue,55,4,2,3,2194,1512,682,0.725,4069,80,0.778,0.689
995,Existing Customer,51,F,2,Uneducated,Married,Less than $40K,Blue,45,6,3,2,7165,2037,5128,0.83,3553,78,0.902,0.284
996,Existing Customer,43,M,1,Graduate,Single,$80K - $120K,Silver,37,4,3,2,34516,1440,33076,1.117,1575,34,2.4,0.042
997,Attrited Customer,49,F,2,Unknown,Single,$40K - $60K,Blue,43,1,3,2,1643,526,1117,0.829,2520,38,0.583,0.32
998,Existing Customer,36,F,5,Graduate,Married,Less than $40K,Blue,30,3,3,3,3103,2399,704,0.581,1836,48,0.655,0.773
999,Existing Customer,42,F,4,College,Single,Less than $40K,Blue,36,2,3,2,4150,2517,1633,0.619,4620,76,1.171,0.607
1000,Existing Customer,37,F,3,High School,Married,$40K - $60K,Blue,31,5,3,3,1586,1038,548,0.973,1724,24,0.714,0.654
